sample_id,image_path,vehicle_id,pair_id,view,width,height,body_mask,windshield_mask,bogie_mask,door_mask,keypoint_path,valid_body,valid_windshield,valid_bogie,valid_door,valid_nose_tip,source_raw
front_c41e5b42,images/front_c41e5b42.jpg,CR200J-B_17_FrontSide,c41e5b42,front,1086,1080,masks/body/front_c41e5b42.png,masks/windshield/front_c41e5b42.png,,,keypoints/front_c41e5b42.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_c4785362,images/front_c4785362.jpg,CJ1-Side_Front,c4785362,front,1047,1080,masks/body/front_c4785362.png,masks/windshield/front_c4785362.png,,,keypoints/front_c4785362.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_c5d4f45e,images/front_c5d4f45e.jpeg,CRH400AF-A-01-FrontSide,c5d4f45e,front,997,1080,masks/body/front_c5d4f45e.png,masks/windshield/front_c5d4f45e.png,,,keypoints/front_c5d4f45e.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_c6297dfc,images/front_c6297dfc.jpg,CRH380D_04-Side_Front,c6297dfc,front,1193,1080,masks/body/front_c6297dfc.png,masks/windshield/front_c6297dfc.png,,,keypoints/front_c6297dfc.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_c6369d2c,images/front_c6369d2c.jpg,CRH6F-A-0447-Side_Front,c6369d2c,front,1101,1080,masks/body/front_c6369d2c.png,masks/windshield/front_c6369d2c.png,,,keypoints/front_c6369d2c.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_c68fddff,images/front_c68fddff.jpg,CR200J2-JT001_08_FrontSide_2,c68fddff,front,1219,1080,masks/body/front_c68fddff.png,masks/windshield/front_c68fddff.png,,,keypoints/front_c68fddff.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_c6a2a9f2,images/front_c6a2a9f2.jpg,CR200J-B_06_FrontSide,c6a2a9f2,front,1011,1080,masks/body/front_c6a2a9f2.png,masks/windshield/front_c6a2a9f2.png,,,keypoints/front_c6a2a9f2.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_c6b5a504,images/front_c6b5a504.jpg,CRH2A_8-Side_Front,c6b5a504,front,1082,1080,masks/body/front_c6b5a504.png,masks/windshield/front_c6b5a504.png,,,keypoints/front_c6b5a504.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_c7401f30,images/front_c7401f30.jpg,C400BF-K-0001-Side_Front,c7401f30,front,1094,1080,masks/body/front_c7401f30.png,masks/windshield/front_c7401f30.png,,,keypoints/front_c7401f30.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_c7488cdc,images/front_c7488cdc.jpg,CRH3A-Side_Front,c7488cdc,front,1075,1080,masks/body/front_c7488cdc.png,masks/windshield/front_c7488cdc.png,,,keypoints/front_c7488cdc.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_c74e3aab,images/front_c74e3aab.jpg,CR450AF_07_FrontSide,c74e3aab,front,1239,1088,masks/body/front_c74e3aab.png,masks/windshield/front_c74e3aab.png,,,keypoints/front_c74e3aab.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_c8b1a412,images/front_c8b1a412.jpg,CR400BF_26_FrontSide,c8b1a412,front,1448,1088,masks/body/front_c8b1a412.png,masks/windshield/front_c8b1a412.png,,,keypoints/front_c8b1a412.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_c9b4ea66,images/front_c9b4ea66.jpeg,CRH2J_front_side.009,c9b4ea66,front,1286,1080,masks/body/front_c9b4ea66.png,masks/windshield/front_c9b4ea66.png,,,keypoints/front_c9b4ea66.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_c9c00fa3,images/front_c9c00fa3.jpg,CR400BF-A-Side_Front,c9c00fa3,front,1000,1080,masks/body/front_c9c00fa3.png,masks/windshield/front_c9c00fa3.png,,,keypoints/front_c9c00fa3.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_caf4bb10,images/front_caf4bb10.jpeg,CRH0307-0001-04-FrontSide,caf4bb10,front,1087,1080,masks/body/front_caf4bb10.png,masks/windshield/front_caf4bb10.png,,,keypoints/front_caf4bb10.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_cafe0864,images/front_cafe0864.jpg,CRH380AJ-0201-Side_Front,cafe0864,front,1123,1080,masks/body/front_cafe0864.png,masks/windshield/front_cafe0864.png,,,keypoints/front_cafe0864.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_cb071342,images/front_cb071342.jpg,CRH380CL_05-Side_Front,cb071342,front,1207,1080,masks/body/front_cb071342.png,masks/windshield/front_cb071342.png,,,keypoints/front_cb071342.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_cbb298cd,images/front_cbb298cd.jpg,DDJ2_09_Front_Side,cbb298cd,front,1117,1080,masks/body/front_cbb298cd.png,masks/windshield/front_cbb298cd.png,,,keypoints/front_cbb298cd.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_cdba4ea9,images/front_cdba4ea9.jpg,CR450AF_11_FrontSide,cdba4ea9,front,1142,1088,masks/body/front_cdba4ea9.png,masks/windshield/front_cdba4ea9.png,,,keypoints/front_cdba4ea9.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_ce572f2e,images/front_ce572f2e.jpg,CR400BF_06_FrontSide,ce572f2e,front,1357,1088,masks/body/front_ce572f2e.png,masks/windshield/front_ce572f2e.png,,,keypoints/front_ce572f2e.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_ce7eae8d,images/front_ce7eae8d.jpeg,CRH380AJ_front_side.015,ce7eae8d,front,1127,1080,masks/body/front_ce7eae8d.png,masks/windshield/front_ce7eae8d.png,,,keypoints/front_ce7eae8d.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_ced3a81c,images/front_ced3a81c.jpeg,CRH2G_front_side.005,ced3a81c,front,1030,1080,masks/body/front_ced3a81c.png,masks/windshield/front_ced3a81c.png,,,keypoints/front_ced3a81c.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_cf0b141b,images/front_cf0b141b.jpg,CR300AF-0003_-_05_-_FrontSide,cf0b141b,front,1275,1080,masks/body/front_cf0b141b.png,masks/windshield/front_cf0b141b.png,,,keypoints/front_cf0b141b.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_cf568667,images/front_cf568667.jpeg,CRH380AM_front_side.009,cf568667,front,1026,1080,masks/body/front_cf568667.png,masks/windshield/front_cf568667.png,,,keypoints/front_cf568667.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_cf68234d,images/front_cf68234d.jpg,CR450AF_32_FrontSide,cf68234d,front,1334,1088,masks/body/front_cf68234d.png,masks/windshield/front_cf68234d.png,,,keypoints/front_cf68234d.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_cf6a0fcc,images/front_cf6a0fcc.jpg,CJ6_-_02_-_FrontSide,cf6a0fcc,front,1282,1080,masks/body/front_cf6a0fcc.png,masks/windshield/front_cf6a0fcc.png,,,keypoints/front_cf6a0fcc.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_cfe15c12,images/front_cfe15c12.jpg,DDJ1_09_Front_Side,cfe15c12,front,1898,1080,masks/body/front_cfe15c12.png,masks/windshield/front_cfe15c12.png,,,keypoints/front_cfe15c12.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_cffc54b0,images/front_cffc54b0.jpg,CRH380CL_07-Side_Front,cffc54b0,front,1198,1080,masks/body/front_cffc54b0.png,masks/windshield/front_cffc54b0.png,,,keypoints/front_cffc54b0.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_d092a361,images/front_d092a361.jpg,CR450AF_22_FrontSide,d092a361,front,1261,1088,masks/body/front_d092a361.png,masks/windshield/front_d092a361.png,,,keypoints/front_d092a361.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_d12dc6b3,images/front_d12dc6b3.jpg,CR200J2-JT001_02_Frontside_2,d12dc6b3,front,1146,1080,masks/body/front_d12dc6b3.png,masks/windshield/front_d12dc6b3.png,,,keypoints/front_d12dc6b3.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_d1768f23,images/front_d1768f23.jpg,CR450AF_18_FrontSide,d1768f23,front,1304,1088,masks/body/front_d1768f23.png,masks/windshield/front_d1768f23.png,,,keypoints/front_d1768f23.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_d17f132f,images/front_d17f132f.jpg,DJF1_09_Front_Side,d17f132f,front,1071,1080,masks/body/front_d17f132f.png,masks/windshield/front_d17f132f.png,,,keypoints/front_d17f132f.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_d1f80c59,images/front_d1f80c59.jpg,DJF1_08_Front_Side,d1f80c59,front,1228,1080,masks/body/front_d1f80c59.png,masks/windshield/front_d1f80c59.png,,,keypoints/front_d1f80c59.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_d25405c9,images/front_d25405c9.jpg,CRH2_4-Side_Front,d25405c9,front,1099,1080,masks/body/front_d25405c9.png,masks/windshield/front_d25405c9.png,,,keypoints/front_d25405c9.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_d2af429c,images/front_d2af429c.jpeg,CRH2E_front_side.005,d2af429c,front,1014,1080,masks/body/front_d2af429c.png,masks/windshield/front_d2af429c.png,,,keypoints/front_d2af429c.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_d2d08a68,images/front_d2d08a68.jpg,CR200J-B_34_FrontSide,d2d08a68,front,996,1080,masks/body/front_d2d08a68.png,masks/windshield/front_d2d08a68.png,,,keypoints/front_d2d08a68.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_d340918f,images/front_d340918f.jpeg,CR400BF-J-0003-07-FrontSide,d340918f,front,988,1080,masks/body/front_d340918f.png,masks/windshield/front_d340918f.png,,,keypoints/front_d340918f.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_d3538806,images/front_d3538806.jpg,CRH380G_04-Side_Front,d3538806,front,1203,1080,masks/body/front_d3538806.png,masks/windshield/front_d3538806.png,,,keypoints/front_d3538806.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_d37ef0a7,images/front_d37ef0a7.jpeg,CRH2C_front_side.009,d37ef0a7,front,993,1080,masks/body/front_d37ef0a7.png,masks/windshield/front_d37ef0a7.png,,,keypoints/front_d37ef0a7.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_d380500e,images/front_d380500e.jpg,CRH1E_5-Side_Front,d380500e,front,1079,1080,masks/body/front_d380500e.png,masks/windshield/front_d380500e.png,,,keypoints/front_d380500e.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_d389d69f,images/front_d389d69f.jpg,CRH3A_02-Side_Front,d389d69f,front,1256,1080,masks/body/front_d389d69f.png,masks/windshield/front_d389d69f.png,,,keypoints/front_d389d69f.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_d41f3360,images/front_d41f3360.jpg,KDZ1A_22_FrontSide,d41f3360,front,1101,1080,masks/body/front_d41f3360.png,masks/windshield/front_d41f3360.png,,,keypoints/front_d41f3360.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_d4b9a05a,images/front_d4b9a05a.jpeg,CRH380AJ_front_side.003,d4b9a05a,front,1161,1080,masks/body/front_d4b9a05a.png,masks/windshield/front_d4b9a05a.png,,,keypoints/front_d4b9a05a.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_d4e82840,images/front_d4e82840.jpg,NDJ3_-_02_-_FrontSide,d4e82840,front,1447,1080,masks/body/front_d4e82840.png,masks/windshield/front_d4e82840.png,,,keypoints/front_d4e82840.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_d51c7508,images/front_d51c7508.jpg,CRH1B_88-Side_Front,d51c7508,front,1105,1080,masks/body/front_d51c7508.png,masks/windshield/front_d51c7508.png,,,keypoints/front_d51c7508.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_d5887d1d,images/front_d5887d1d.jpeg,CRH380AL_front_side.008,d5887d1d,front,1172,1080,masks/body/front_d5887d1d.png,masks/windshield/front_d5887d1d.png,,,keypoints/front_d5887d1d.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_d6156031,images/front_d6156031.jpg,DDJ1_04_Front_Side,d6156031,front,1947,1080,masks/body/front_d6156031.png,masks/windshield/front_d6156031.png,,,keypoints/front_d6156031.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_d6ac0554,images/front_d6ac0554.jpeg,CRH380AM_front_side.002,d6ac0554,front,1002,1080,masks/body/front_d6ac0554.png,masks/windshield/front_d6ac0554.png,,,keypoints/front_d6ac0554.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_d708f4ac,images/front_d708f4ac.jpeg,C400BF-K-0001-01-FrontSide.002,d708f4ac,front,1120,1080,masks/body/front_d708f4ac.png,masks/windshield/front_d708f4ac.png,,,keypoints/front_d708f4ac.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_d73c3e3b,images/front_d73c3e3b.jpg,CR400BF_18_FrontSide,d73c3e3b,front,1381,1088,masks/body/front_d73c3e3b.png,masks/windshield/front_d73c3e3b.png,,,keypoints/front_d73c3e3b.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_d7cd1123,images/front_d7cd1123.jpg,CR200J_D_11_FrontSide,d7cd1123,front,1484,1088,masks/body/front_d7cd1123.png,masks/windshield/front_d7cd1123.png,,,keypoints/front_d7cd1123.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_d855c79a,images/front_d855c79a.jpg,CRH2_9-Side_Front,d855c79a,front,1091,1080,masks/body/front_d855c79a.png,masks/windshield/front_d855c79a.png,,,keypoints/front_d855c79a.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_d8a622af,images/front_d8a622af.jpg,CR200J-B_25_FrontSide,d8a622af,front,1001,1080,masks/body/front_d8a622af.png,masks/windshield/front_d8a622af.png,,,keypoints/front_d8a622af.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_d9297654,images/front_d9297654.jpeg,C400BF-K-0001-01-FrontSide.009,d9297654,front,982,1080,masks/body/front_d9297654.png,masks/windshield/front_d9297654.png,,,keypoints/front_d9297654.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_d94dc343,images/front_d94dc343.jpg,CRH380B0_01-Side_Front,d94dc343,front,1179,1080,masks/body/front_d94dc343.png,masks/windshield/front_d94dc343.png,,,keypoints/front_d94dc343.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_d9d1590d,images/front_d9d1590d.jpg,CJ2-Side_Front,d9d1590d,front,1092,1080,masks/body/front_d9d1590d.png,masks/windshield/front_d9d1590d.png,,,keypoints/front_d9d1590d.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_d9e6fa37,images/front_d9e6fa37.jpg,CR200J_D_10_FrontSide,d9e6fa37,front,1411,1088,masks/body/front_d9e6fa37.png,masks/windshield/front_d9e6fa37.png,,,keypoints/front_d9e6fa37.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_da649cfc,images/front_da649cfc.jpeg,CRH380AM_front_side.007,da649cfc,front,1415,1080,masks/body/front_da649cfc.png,masks/windshield/front_da649cfc.png,,,keypoints/front_da649cfc.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_daa63f82,images/front_daa63f82.jpg,CJ5_-_0505_-_07_-_FrontSide,daa63f82,front,1185,1080,masks/body/front_daa63f82.png,masks/windshield/front_daa63f82.png,,,keypoints/front_daa63f82.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_daeb6e43,images/front_daeb6e43.jpeg,CRH2G_front_side.006,daeb6e43,front,1273,1080,masks/body/front_daeb6e43.png,masks/windshield/front_daeb6e43.png,,,keypoints/front_daeb6e43.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_db046c62,images/front_db046c62.jpg,CRH3A_10-Side_Front,db046c62,front,1249,1080,masks/body/front_db046c62.png,masks/windshield/front_db046c62.png,,,keypoints/front_db046c62.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_db8478ea,images/front_db8478ea.jpg,CR400AF-C-0209-Side_Front,db8478ea,front,1112,1080,masks/body/front_db8478ea.png,masks/windshield/front_db8478ea.png,,,keypoints/front_db8478ea.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_dbefa1d4,images/front_dbefa1d4.jpeg,CRH380AL_front_side.010,dbefa1d4,front,1164,1080,masks/body/front_dbefa1d4.png,masks/windshield/front_dbefa1d4.png,,,keypoints/front_dbefa1d4.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_dbf18bef,images/front_dbf18bef.jpg,CRH380AL-0256-Side_Front,dbf18bef,front,1165,1080,masks/body/front_dbf18bef.png,masks/windshield/front_dbf18bef.png,,,keypoints/front_dbf18bef.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_dc06f078,images/front_dc06f078.jpg,CR200J-B_24_FrontSide,dc06f078,front,1005,1080,masks/body/front_dc06f078.png,masks/windshield/front_dc06f078.png,,,keypoints/front_dc06f078.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_de00156d,images/front_de00156d.jpg,CR450AF_23_FrontSide,de00156d,front,1256,1088,masks/body/front_de00156d.png,masks/windshield/front_de00156d.png,,,keypoints/front_de00156d.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_de6ce488,images/front_de6ce488.jpg,CRH380G_10-Side_Front,de6ce488,front,1196,1080,masks/body/front_de6ce488.png,masks/windshield/front_de6ce488.png,,,keypoints/front_de6ce488.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_de7a6d93,images/front_de7a6d93.jpeg,CRH2G_front_side.012,de7a6d93,front,1114,1080,masks/body/front_de7a6d93.png,masks/windshield/front_de7a6d93.png,,,keypoints/front_de7a6d93.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_dec74203,images/front_dec74203.jpg,CJ1_-_10_-FrontSide,dec74203,front,1151,1080,masks/body/front_dec74203.png,masks/windshield/front_dec74203.png,,,keypoints/front_dec74203.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_df393a23,images/front_df393a23.jpeg,CRH380AJ_front_side.010,df393a23,front,996,1080,masks/body/front_df393a23.png,masks/windshield/front_df393a23.png,,,keypoints/front_df393a23.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_df39609d,images/front_df39609d.jpeg,CRH2C_front_side.001,df39609d,front,1150,1080,masks/body/front_df39609d.png,masks/windshield/front_df39609d.png,,,keypoints/front_df39609d.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_df883c6b,images/front_df883c6b.jpg,NZJ2-Side_Front,df883c6b,front,1358,1080,masks/body/front_df883c6b.png,masks/windshield/front_df883c6b.png,,,keypoints/front_df883c6b.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_dfff9f2f,images/front_dfff9f2f.jpg,CR400BF_5-Side_Front,dfff9f2f,front,990,1080,masks/body/front_dfff9f2f.png,masks/windshield/front_dfff9f2f.png,,,keypoints/front_dfff9f2f.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
